car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,present_price,mileage,selling_price
Hyundai i20,Hyundai,i20,5,60000,Individual,Petrol,Manual,1081004,17.19,700000
Hyundai i20,Hyundai,i20,5,19000,Individual,Petrol,Manual,1024000,18.6,550000
Hyundai i20,Hyundai,i20,5,35000,Individual,Petrol,Manual,1057500,18.6,580000
Hyundai i20,Hyundai,i20,5,63669,Dealer,Petrol,Manual,1045500,18.6,645000
Hyundai Tucson,Hyundai,Tucson,5,119775,Dealer,Diesel,Automatic,3130000,16.38,1690000
Hyundai Tucson,Hyundai,Tucson,5,120000,Individual,Diesel,Automatic,3130000,16.38,1680000
Hyundai Verna,Hyundai,Verna,5,63000,Dealer,Diesel,Automatic,1548000,21.3,751000
Hyundai Verna,Hyundai,Verna,5,66523,Dealer,Diesel,Manual,1548000,23.9,775000
Hyundai Verna,Hyundai,Verna,5,75000,Dealer,Diesel,Automatic,1548000,19.08,650000
Hyundai Verna,Hyundai,Verna,5,61000,Dealer,Diesel,Automatic,1458306,19.08,760000
Hyundai Verna,Hyundai,Verna,5,85000,Dealer,Diesel,Automatic,1458306,19.08,720000
Hyundai Verna,Hyundai,Verna,5,85000,Dealer,Diesel,Automatic,1548000,19.08,730000
Hyundai Verna,Hyundai,Verna,5,32615,Dealer,Diesel,Manual,1548000,23.9,850000
Hyundai Verna,Hyundai,Verna,5,49349,Dealer,Diesel,Manual,1548000,24.8,720000
Hyundai Verna,Hyundai,Verna,5,95321,Dealer,Diesel,Manual,1548000,23.9,675000
Hyundai Verna,Hyundai,Verna,5,48000,Dealer,Diesel,Manual,1443000,23.9,650000
Hyundai Verna,Hyundai,Verna,5,52000,Dealer,Diesel,Manual,1495000,25,680000
Hyundai Verna,Hyundai,Verna,5,70000,Dealer,Diesel,Automatic,1580000,19.08,800000
Hyundai Verna,Hyundai,Verna,5,25000,Dealer,Diesel,Manual,1458306,23.9,725000
Hyundai Verna,Hyundai,Verna,5,52000,Dealer,Diesel,Manual,1637500,23.9,875000
Hyundai Verna,Hyundai,Verna,5,78000,Dealer,Diesel,Manual,1579500,23.9,751000
Hyundai Verna,Hyundai,Verna,5,55000,Dealer,Petrol,Manual,1353000,17.01,650000
Hyundai Verna,Hyundai,Verna,5,7000,Dealer,Petrol,Manual,1350500,17.7,665000
Hyundai Verna,Hyundai,Verna,5,53400,Dealer,Petrol,Manual,1387500,17.01,675000
Hyundai Verna,Hyundai,Verna,5,28000,Dealer,Petrol,Manual,1387500,17.01,740000
Hyundai Verna,Hyundai,Verna,5,27000,Dealer,Petrol,Manual,1458306,17.43,550000
Hyundai Verna,Hyundai,Verna,5,32359,Dealer,Petrol,Manual,1285000,17.01,530000
Hyundai Verna,Hyundai,Verna,5,53075,Dealer,Petrol,Automatic,1387500,17.1,675000
Hyundai Verna,Hyundai,Verna,5,33060,Dealer,Petrol,Manual,1458306,17.01,625000
Hyundai Verna,Hyundai,Verna,5,23000,Dealer,Petrol,Manual,1350500,17.01,625000
Hyundai Verna,Hyundai,Verna,5,40125,Dealer,Petrol,Manual,1442000,17.01,725000
Hyundai Verna,Hyundai,Verna,5,83000,Individual,Diesel,Manual,1546500,24.8,775000
Hyundai Verna,Hyundai,Verna,5,100000,Individual,Diesel,Manual,1458306,23.9,700000
Hyundai Verna,Hyundai,Verna,5,120000,Individual,Diesel,Manual,1536000,23.9,600000
Hyundai Verna,Hyundai,Verna,5,50000,Individual,Diesel,Manual,1493000,23.9,750000
Hyundai Verna,Hyundai,Verna,5,35000,Individual,Diesel,Manual,1465500,24.8,655000
Hyundai Verna,Hyundai,Verna,5,70000,Individual,Diesel,Manual,1468500,23.9,850000
Hyundai Verna,Hyundai,Verna,5,25000,Individual,Petrol,Manual,1302500,17.01,780000
Hyundai Verna,Hyundai,Verna,5,5000,Individual,Petrol,Manual,1321000,17.01,750000
Hyundai Verna,Hyundai,Verna,5,16300,Individual,Petrol,Manual,1387500,17.01,750000
Hyundai Verna,Hyundai,Verna,5,23251,Dealer,Petrol,Manual,1353000,17.01,700000
Isuzu D-Max,Isuzu,D-Max,5,85000,Dealer,Diesel,Manual,2176500,12.4,1290000
Isuzu D-Max,Isuzu,D-Max,5,80000,Individual,Diesel,Manual,2134000,12.4,1050000
Jaguar F-PACE,Jaguar,F-PACE,5,22000,Dealer,Diesel,Automatic,7600000,16.38,4300000
Jaguar XF,Jaguar,XF,5,20837,Dealer,Diesel,Automatic,6813000,19.33,3450000
Jaguar XF,Jaguar,XF,5,28000,Dealer,Diesel,Automatic,6813000,19.33,2950000
Jaguar XF,Jaguar,XF,5,39000,Dealer,Petrol,Automatic,6813000,10.8,2950000
Land Rover Rover,Land Rover,Rover,5,145000,Dealer,Diesel,Automatic,7324500,12.81,2850000
Land Rover Rover,Land Rover,Rover,5,27690,Dealer,Diesel,Automatic,7324500,12.81,3200000
Land Rover Rover,Land Rover,Rover,5,64000,Dealer,Diesel,Automatic,7319500,12.63,3290000
Land Rover Rover,Land Rover,Rover,5,64000,Dealer,Diesel,Automatic,24154943,12.51,3290000
Land Rover Rover,Land Rover,Rover,5,80000,Dealer,Diesel,Automatic,16850000,12.65,5950000
Land Rover Rover,Land Rover,Rover,5,128000,Dealer,Diesel,Automatic,24154943,12.63,2675000
Land Rover Rover,Land Rover,Rover,5,62000,Dealer,Diesel,Automatic,7522000,12.7,3950000
Land Rover Rover,Land Rover,Rover,5,114000,Dealer,Diesel,Automatic,7332000,12.51,2900000
Land Rover Rover,Land Rover,Rover,5,128000,Dealer,Diesel,Automatic,7324500,12.63,2675000
Land Rover Rover,Land Rover,Rover,5,56000,Dealer,Petrol,Automatic,7220000,12.63,2890000
Land Rover Rover,Land Rover,Rover,5,104000,Individual,Diesel,Automatic,24154943,12.51,2700000
Lexus RX,Lexus,RX,5,17272,Dealer,Petrol,Automatic,12900000,18.8,8000000
Mahindra Bolero,Mahindra,Bolero,5,62257,Dealer,Diesel,Manual,977000,21,680000
Mahindra Bolero,Mahindra,Bolero,5,76000,Dealer,Diesel,Manual,958500,13.6,590000
Mahindra Bolero,Mahindra,Bolero,5,58800,Dealer,Diesel,Manual,981500,13.6,585000
Mahindra Bolero,Mahindra,Bolero,5,64172,Dealer,Diesel,Manual,977592,16.5,690000
Mahindra Bolero,Mahindra,Bolero,5,60240,Dealer,Diesel,Manual,966500,15.96,665000
Mahindra Bolero,Mahindra,Bolero,5,100000,Individual,Diesel,Manual,970000,15.96,600000
Mahindra Bolero,Mahindra,Bolero,5,80000,Individual,Diesel,Manual,977592,16.5,700000
Mahindra Bolero,Mahindra,Bolero,5,80000,Individual,Diesel,Manual,977000,15.96,630000
Mahindra Bolero,Mahindra,Bolero,5,120000,Individual,Diesel,Manual,977000,15.96,560000
Mahindra Bolero,Mahindra,Bolero,5,120000,Individual,Diesel,Manual,1005500,15.96,600000
Mahindra Bolero,Mahindra,Bolero,5,150000,Individual,Diesel,Manual,977592,15.96,500000
Mahindra Bolero,Mahindra,Bolero,5,35000,Individual,Diesel,Manual,977592,16.5,650000
Mahindra Bolero,Mahindra,Bolero,5,120000,Individual,Diesel,Manual,1005500,15.96,610000
Mahindra Bolero,Mahindra,Bolero,5,120000,Individual,Diesel,Manual,951500,15.96,520000
Mahindra Bolero,Mahindra,Bolero,5,50000,Individual,Diesel,Manual,977592,16.5,650000
Mahindra Bolero,Mahindra,Bolero,5,80000,Individual,Diesel,Manual,977592,16.5,650000
Mahindra KUV,Mahindra,KUV,5,52000,Dealer,Diesel,Manual,780383,25.32,375000
Mahindra KUV,Mahindra,KUV,5,78000,Dealer,Diesel,Manual,780383,25.32,425000
Mahindra KUV,Mahindra,KUV,5,41256,Dealer,Diesel,Manual,780383,25.32,449000
Mahindra KUV,Mahindra,KUV,5,42800,Dealer,Diesel,Manual,780383,25.32,485000
Mahindra KUV,Mahindra,KUV,5,11800,Dealer,Diesel,Manual,780383,25.32,450000
Mahindra KUV,Mahindra,KUV,5,20200,Dealer,Diesel,Manual,780383,25.32,435000
Mahindra KUV,Mahindra,KUV,5,87000,Dealer,Diesel,Manual,780383,25.32,450000
Mahindra KUV,Mahindra,KUV,5,30000,Dealer,Diesel,Manual,780383,25.32,580000
Mahindra KUV,Mahindra,KUV,5,65000,Dealer,Diesel,Manual,780383,25.32,345000
Mahindra KUV,Mahindra,KUV,5,96330,Dealer,Diesel,Manual,780383,25.32,475000
Mahindra KUV,Mahindra,KUV,5,26026,Dealer,Diesel,Manual,780383,25.32,400000
Mahindra KUV,Mahindra,KUV,5,68000,Dealer,Diesel,Manual,780383,25.32,400000
Mahindra KUV,Mahindra,KUV,5,25000,Dealer,Diesel,Manual,780383,25.32,400000
Mahindra KUV,Mahindra,KUV,5,72000,Dealer,Diesel,Manual,780383,25.32,475000
Mahindra KUV,Mahindra,KUV,5,21000,Dealer,Diesel,Manual,780383,25.32,425000
Mahindra KUV,Mahindra,KUV,5,50000,Dealer,Diesel,Manual,780383,25.32,550000
Mahindra KUV,Mahindra,KUV,5,57589,Dealer,Diesel,Manual,780383,25.32,551000
Mahindra KUV,Mahindra,KUV,5,72643,Dealer,Diesel,Manual,780383,25.32,475000
Mahindra KUV,Mahindra,KUV,5,38000,Dealer,Petrol,Manual,824500,18.15,555000
Mahindra KUV,Mahindra,KUV,5,23593,Dealer,Petrol,Manual,833500,18.15,475000
Mahindra KUV,Mahindra,KUV,5,23521,Dealer,Petrol,Manual,833500,18.15,450000
Mahindra KUV,Mahindra,KUV,5,70000,Individual,Diesel,Manual,780383,25.32,310000
Mahindra KUV,Mahindra,KUV,5,70000,Individual,Diesel,Manual,780383,25.32,350000
Mahindra KUV,Mahindra,KUV,5,30000,Individual,Diesel,Manual,780383,25.32,450000
Mahindra KUV,Mahindra,KUV,5,30000,Individual,Diesel,Manual,780383,25.32,475000
Mahindra KUV,Mahindra,KUV,5,70000,Individual,Diesel,Manual,780383,25.32,350000
Mahindra KUV,Mahindra,KUV,5,30000,Individual,Diesel,Manual,780383,25.32,350000
Mahindra KUV,Mahindra,KUV,5,87500,Individual,Diesel,Manual,780383,25.32,350000
Mahindra KUV,Mahindra,KUV,5,35000,Individual,Diesel,Manual,780383,25.32,700000
Mahindra KUV,Mahindra,KUV,5,80000,Individual,Diesel,Manual,780383,25.32,380000
Mahindra KUV,Mahindra,KUV,5,40000,Individual,Diesel,Manual,780383,25.32,450000
Mahindra KUV,Mahindra,KUV,5,25000,Individual,Diesel,Manual,780383,25.32,470000
Mahindra KUV,Mahindra,KUV,5,26000,Individual,Petrol,Manual,788500,18.15,420000
Mahindra KUV,Mahindra,KUV,5,53000,Individual,Petrol,Manual,771500,18.15,400000
Mahindra KUV,Mahindra,KUV,5,21000,Individual,Petrol,Manual,772500,18.15,400000
Mahindra KUV,Mahindra,KUV,5,25000,Individual,Petrol,Manual,745000,18.15,400000
Mahindra KUV,Mahindra,KUV,5,32000,Individual,Petrol,Manual,783500,18.15,385000
Mahindra KUV,Mahindra,KUV,5,36000,Individual,Petrol,Manual,757000,18.15,400000
Mahindra KUV,Mahindra,KUV,5,15000,Individual,Petrol,Manual,783500,18.15,400000
Mahindra KUV,Mahindra,KUV,5,15000,Individual,Petrol,Manual,783500,18.15,420000
Mahindra KUV,Mahindra,KUV,5,52000,Individual,Petrol,Manual,741000,18.15,400000
Mahindra KUV,Mahindra,KUV,5,50000,Individual,Petrol,Manual,833500,18.15,400000
Mahindra KUV,Mahindra,KUV,5,25000,Individual,Petrol,Manual,811500,18.15,500000
Mahindra KUV,Mahindra,KUV,5,70000,Individual,Petrol,Manual,750000,18.15,275000
Mahindra KUV,Mahindra,KUV,5,43405,Dealer,Diesel,Manual,780383,25.32,475000
Mahindra KUV100,Mahindra,KUV100,5,51630,Dealer,Diesel,Manual,764550,25.32,245000
Mahindra KUV100,Mahindra,KUV100,5,40000,Dealer,Diesel,Manual,764550,25.32,485000
Mahindra Scorpio,Mahindra,Scorpio,5,44000,Dealer,Diesel,Manual,1730985,15.4,1050000
Mahindra Scorpio,Mahindra,Scorpio,5,46400,Dealer,Diesel,Manual,1751000,15.4,1150000
Mahindra Scorpio,Mahindra,Scorpio,5,46000,Dealer,Diesel,Manual,1751000,15.4,1065000
Mahindra Scorpio,Mahindra,Scorpio,5,48500,Dealer,Diesel,Manual,1751000,15.4,851000
Mahindra Scorpio,Mahindra,Scorpio,5,35000,Dealer,Diesel,Manual,1730985,15.4,1150000
Mahindra Scorpio,Mahindra,Scorpio,5,49490,Dealer,Diesel,Manual,1659000,15.4,975000
Mahindra Scorpio,Mahindra,Scorpio,5,48000,Dealer,Diesel,Manual,1771000,15.4,990000
Mahindra Scorpio,Mahindra,Scorpio,5,86613,Dealer,Diesel,Manual,1730985,15.4,1275000
Mahindra Scorpio,Mahindra,Scorpio,5,79200,Dealer,Diesel,Automatic,1707000,15.4,1150000
Mahindra Scorpio,Mahindra,Scorpio,5,112000,Dealer,Diesel,Manual,1726500,15.4,900000
Mahindra Scorpio,Mahindra,Scorpio,5,36908,Dealer,Diesel,Manual,1726500,15.4,600000
Mahindra Scorpio,Mahindra,Scorpio,5,30000,Dealer,Diesel,Manual,1745000,15.4,1000000
Mahindra Scorpio,Mahindra,Scorpio,5,55000,Dealer,Diesel,Manual,1745000,15.4,975000
Mahindra Scorpio,Mahindra,Scorpio,5,51000,Dealer,Diesel,Manual,1730985,15.4,960000
Mahindra Scorpio,Mahindra,Scorpio,5,64312,Dealer,Diesel,Manual,1745000,15.4,825000
Mahindra Scorpio,Mahindra,Scorpio,5,64000,Dealer,Diesel,Manual,1745000,15.4,1075000
Mahindra Scorpio,Mahindra,Scorpio,5,56000,Dealer,Diesel,Manual,1745000,15.4,1075000
Mahindra Scorpio,Mahindra,Scorpio,5,63452,Dealer,Diesel,Manual,1745000,15.4,1070000
Mahindra Scorpio,Mahindra,Scorpio,5,35000,Individual,Diesel,Automatic,1779500,15.4,1450000
Mahindra Scorpio,Mahindra,Scorpio,5,155000,Individual,Diesel,Manual,1751000,15.4,864000
Mahindra Scorpio,Mahindra,Scorpio,5,50000,Individual,Diesel,Manual,1751000,15.4,950000
Mahindra Scorpio,Mahindra,Scorpio,5,90000,Individual,Diesel,Manual,1766500,15.4,900000
Mahindra Scorpio,Mahindra,Scorpio,5,56000,Individual,Diesel,Manual,1703500,15.4,875000
Mahindra Scorpio,Mahindra,Scorpio,5,137138,Individual,Diesel,Manual,1742500,15.4,710000
Mahindra Scorpio,Mahindra,Scorpio,5,20000,Individual,Diesel,Manual,1707500,15.4,879000
Mahindra Scorpio,Mahindra,Scorpio,5,57000,Individual,Diesel,Manual,1730985,15.4,890000
Mahindra Scorpio,Mahindra,Scorpio,5,44000,Individual,Diesel,Manual,1699500,15.4,1000000
Mahindra Scorpio,Mahindra,Scorpio,5,120000,Individual,Diesel,Manual,1700500,15.4,825000
Mahindra Scorpio,Mahindra,Scorpio,5,65273,Dealer,Diesel,Manual,1769000,15.4,1240000
Mahindra Thar,Mahindra,Thar,5,62000,Dealer,Diesel,Manual,1596500,16.55,799000
Mahindra Thar,Mahindra,Thar,5,49000,Dealer,Diesel,Manual,1583500,16.55,750000
Mahindra Thar,Mahindra,Thar,5,5000,Dealer,Diesel,Manual,1560500,16.55,825000
Mahindra Thar,Mahindra,Thar,5,40000,Individual,Diesel,Manual,1516000,16.55,620000
Mahindra Thar,Mahindra,Thar,5,25000,Individual,Diesel,Manual,1583500,16.55,900000
Mahindra XUV500,Mahindra,XUV500,5,83000,Dealer,Diesel,Manual,1939000,16,1025000
Mahindra XUV500,Mahindra,XUV500,5,55766,Dealer,Diesel,Manual,1994500,16,1151000
Mahindra XUV500,Mahindra,XUV500,5,49000,Dealer,Diesel,Automatic,1998000,16,1300000
Mahindra XUV500,Mahindra,XUV500,5,92000,Dealer,Diesel,Automatic,2000000,16,1235000
Mahindra XUV500,Mahindra,XUV500,5,42485,Dealer,Diesel,Manual,2001619,16,1350000
Mahindra XUV500,Mahindra,XUV500,5,56500,Dealer,Diesel,Automatic,2004000,16,1275000
Mahindra XUV500,Mahindra,XUV500,5,80000,Dealer,Diesel,Automatic,2094000,16,1050000
Mahindra XUV500,Mahindra,XUV500,5,59000,Dealer,Diesel,Automatic,1999000,16,1500000
Mahindra XUV500,Mahindra,XUV500,5,56000,Dealer,Diesel,Automatic,2004000,16,1275000
Mahindra XUV500,Mahindra,XUV500,5,129615,Dealer,Diesel,Manual,1999000,16,1300000
Mahindra XUV500,Mahindra,XUV500,5,143210,Dealer,Diesel,Automatic,1999000,16,1275000
Mahindra XUV500,Mahindra,XUV500,5,95961,Dealer,Diesel,Manual,1977500,16,1225000
Mahindra XUV500,Mahindra,XUV500,5,70066,Dealer,Diesel,Manual,1993000,16,785000
Mahindra XUV500,Mahindra,XUV500,5,57000,Dealer,Diesel,Manual,1991000,16,993000
Mahindra XUV500,Mahindra,XUV500,5,44890,Dealer,Diesel,Automatic,1993000,16,975000
Mahindra XUV500,Mahindra,XUV500,5,50000,Dealer,Diesel,Manual,1991000,16,1099000
Mahindra XUV500,Mahindra,XUV500,5,37000,Dealer,Diesel,Manual,2000000,16,995000
Mahindra XUV500,Mahindra,XUV500,5,38988,Dealer,Diesel,Manual,2137000,16,1199000
Mahindra XUV500,Mahindra,XUV500,5,99110,Dealer,Diesel,Automatic,2000000,16,1180000
Mahindra XUV500,Mahindra,XUV500,5,72000,Dealer,Diesel,Manual,2137000,16,1245000
Mahindra XUV500,Mahindra,XUV500,5,15000,Dealer,Diesel,Automatic,2137000,16,1620000
Mahindra XUV500,Mahindra,XUV500,5,59000,Dealer,Diesel,Automatic,2000000,16,1185000
Mahindra XUV500,Mahindra,XUV500,5,99000,Dealer,Diesel,Automatic,2000000,16,1175000
Mahindra XUV500,Mahindra,XUV500,5,3800000,Dealer,Diesel,Manual,2137000,16,1225000
Mahindra XUV500,Mahindra,XUV500,5,100000,Individual,Diesel,Automatic,1997500,16,1180000
Mahindra XUV500,Mahindra,XUV500,5,120000,Individual,Diesel,Automatic,1994500,16,1400000
Mahindra XUV500,Mahindra,XUV500,5,100000,Individual,Diesel,Manual,1994500,16,829000
Mahindra XUV500,Mahindra,XUV500,5,95000,Individual,Diesel,Automatic,1998000,16,875000
Mahindra XUV500,Mahindra,XUV500,5,110000,Individual,Diesel,Automatic,1950000,16,1025000
Mahindra XUV500,Mahindra,XUV500,5,80000,Individual,Diesel,Manual,1977500,16,1090000
Mahindra XUV500,Mahindra,XUV500,5,40000,Individual,Diesel,Manual,1951000,16,1150000
Mahindra XUV500,Mahindra,XUV500,5,90000,Individual,Diesel,Automatic,1954000,16,1000000
Mahindra XUV500,Mahindra,XUV500,5,60000,Individual,Diesel,Automatic,1948500,16,1200000
Mahindra XUV500,Mahindra,XUV500,5,70000,Individual,Diesel,Automatic,1951000,16,1030000
Mahindra XUV500,Mahindra,XUV500,5,35000,Individual,Diesel,Manual,1993000,16,900000
Mahindra XUV500,Mahindra,XUV500,5,36000,Individual,Diesel,Manual,1913500,16,900000
Mahindra XUV500,Mahindra,XUV500,5,40000,Individual,Diesel,Automatic,2076000,16,1100000
Mahindra XUV500,Mahindra,XUV500,5,67000,Individual,Diesel,Manual,1929500,16,960000
Mahindra XUV500,Mahindra,XUV500,5,35000,Individual,Diesel,Manual,1929500,16,1135000
Mahindra XUV500,Mahindra,XUV500,5,46100,Individual,Diesel,Manual,2000000,16,1050000
Mahindra XUV500,Mahindra,XUV500,5,100000,Individual,Diesel,Manual,2076000,16,925000
Maruti Alto,Maruti,Alto,5,45000,Dealer,CNG,Manual,492000,30.46,350000
Maruti Alto,Maruti,Alto,5,42000,Dealer,CNG,Manual,491000,33.44,260000
Maruti Alto,Maruti,Alto,5,26000,Dealer,CNG,Manual,411203,30.46,280000
Maruti Alto,Maruti,Alto,5,30265,Dealer,CNG,Manual,491000,30.46,295000
Maruti Alto,Maruti,Alto,5,45222,Dealer,CNG,Manual,411203,30.46,299000
Maruti Alto,Maruti,Alto,5,31000,Dealer,CNG,Manual,411203,32.26,325000
Maruti Alto,Maruti,Alto,5,77658,Dealer,CNG,Manual,499500,33.44,325000
Maruti Alto,Maruti,Alto,5,78950,Dealer,CNG,Manual,499500,30.46,299000
Maruti Alto,Maruti,Alto,5,71000,Dealer,Petrol,Manual,411203,24.7,299000
Maruti Alto,Maruti,Alto,5,23774,Dealer,Petrol,Manual,411203,23.95,335000
Maruti Alto,Maruti,Alto,5,28000,Dealer,Petrol,Automatic,411203,23.95,350000
Maruti Alto,Maruti,Alto,5,65000,Dealer,Petrol,Manual,411203,22.74,285000
Maruti Alto,Maruti,Alto,5,9223,Dealer,Petrol,Manual,420000,22.74,300000
Maruti Alto,Maruti,Alto,5,24000,Dealer,Petrol,Manual,409500,22.74,275000
Maruti Alto,Maruti,Alto,5,49000,Dealer,Petrol,Manual,420000,22.74,300000
Maruti Alto,Maruti,Alto,5,25603,Dealer,Petrol,Manual,413000,22.74,291000
Maruti Alto,Maruti,Alto,5,47233,Dealer,Petrol,Automatic,411203,23.95,300000
Maruti Alto,Maruti,Alto,5,29000,Dealer,Petrol,Manual,413000,22.74,285000
Maruti Alto,Maruti,Alto,5,52361,Dealer,Petrol,Manual,411203,23.95,350000
Maruti Alto,Maruti,Alto,5,32903,Dealer,Petrol,Manual,411203,23.95,347000
Maruti Alto,Maruti,Alto,5,60000,Dealer,Petrol,Manual,411000,22.74,275000
Maruti Alto,Maruti,Alto,5,25000,Dealer,Petrol,Automatic,411203,23.95,415000
Maruti Alto,Maruti,Alto,5,62000,Dealer,Petrol,Manual,411000,22.74,295000
Maruti Alto,Maruti,Alto,5,31488,Dealer,Petrol,Manual,425500,24.7,300000
Maruti Alto,Maruti,Alto,5,31000,Dealer,Petrol,Manual,411000,22.74,280000
Maruti Alto,Maruti,Alto,5,24779,Dealer,Petrol,Automatic,411203,23.95,360000
Maruti Alto,Maruti,Alto,5,48000,Dealer,Petrol,Manual,411203,23.95,311000
Maruti Alto,Maruti,Alto,5,50000,Dealer,Petrol,Manual,411203,23.95,340000
Maruti Alto,Maruti,Alto,5,42540,Dealer,Petrol,Manual,408000,22.74,290000
Maruti Alto,Maruti,Alto,5,29289,Dealer,Petrol,Manual,392000,22.74,239000
Maruti Alto,Maruti,Alto,5,8230,Dealer,Petrol,Manual,411203,20.92,270000
Maruti Alto,Maruti,Alto,5,36172,Dealer,Petrol,Manual,400500,24.7,270000
Maruti Alto,Maruti,Alto,5,68102,Dealer,Petrol,Manual,411203,23.95,365000
Maruti Alto,Maruti,Alto,5,16000,Dealer,Petrol,Manual,408000,24.7,325000
Maruti Alto,Maruti,Alto,5,50000,Dealer,Petrol,Automatic,411203,23.95,335000
Maruti Alto,Maruti,Alto,5,70000,Dealer,Petrol,Manual,388500,22.74,299000
Maruti Alto,Maruti,Alto,5,35286,Dealer,Petrol,Automatic,411203,23.95,331000
Maruti Alto,Maruti,Alto,5,40000,Dealer,Petrol,Manual,388500,22.74,260000
Maruti Alto,Maruti,Alto,5,68000,Dealer,Petrol,Manual,411203,23.95,325000
Maruti Alto,Maruti,Alto,5,31000,Dealer,Petrol,Automatic,411203,23.95,360000
Maruti Alto,Maruti,Alto,5,28000,Dealer,Petrol,Manual,411203,23.95,360000
Maruti Alto,Maruti,Alto,5,67100,Dealer,Petrol,Manual,420000,22.74,275000
Maruti Alto,Maruti,Alto,5,10370,Individual,Petrol,Manual,406000,22.74,320000
Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,390500,22.74,200000
Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,405500,24.7,220000
Maruti Alto,Maruti,Alto,5,10000,Individual,Petrol,Manual,411203,23.95,315000
Maruti Alto,Maruti,Alto,5,10000,Individual,Petrol,Manual,411203,23.95,300000
Maruti Alto,Maruti,Alto,5,25000,Individual,Petrol,Manual,411203,23.95,350000
Maruti Alto,Maruti,Alto,5,30000,Individual,Petrol,Manual,399000,22.74,225000
Maruti Alto,Maruti,Alto,5,120000,Individual,Petrol,Manual,390500,22.74,198000
Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,413000,22.74,235000
Maruti Alto,Maruti,Alto,5,60000,Individual,Petrol,Manual,409500,22.74,264000
Maruti Alto,Maruti,Alto,5,13000,Individual,Petrol,Manual,411203,23.95,299000
Maruti Alto,Maruti,Alto,5,20000,Individual,Petrol,Manual,411203,23.95,315000
Maruti Alto,Maruti,Alto,5,40000,Individual,Petrol,Manual,411203,23.95,300000
Maruti Alto,Maruti,Alto,5,52000,Individual,Petrol,Manual,392000,22.74,225000
Maruti Alto,Maruti,Alto,5,70000,Individual,Petrol,Manual,399000,22.74,250000
Maruti Alto,Maruti,Alto,5,15000,Individual,Petrol,Manual,397000,22.74,295000
Maruti Alto,Maruti,Alto,5,40000,Individual,Petrol,Manual,408000,22.74,280000
Maruti Alto,Maruti,Alto,5,35000,Individual,Petrol,Manual,411000,22.74,280000
Maruti Alto,Maruti,Alto,5,30000,Individual,Petrol,Manual,402500,24.7,228000
Maruti Alto,Maruti,Alto,5,35000,Individual,Petrol,Manual,411203,23.95,285000
Maruti Alto,Maruti,Alto,5,25000,Individual,Petrol,Manual,413500,22.74,220000
Maruti Alto,Maruti,Alto,5,60000,Individual,Petrol,Manual,411203,23.95,270000
Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,411203,23.95,276000
Maruti Alto,Maruti,Alto,5,15000,Individual,Petrol,Manual,392000,24.7,289000
Maruti Alto,Maruti,Alto,5,20000,Individual,Petrol,Manual,411203,22.74,235000
Maruti Alto,Maruti,Alto,5,30000,Individual,Petrol,Manual,411203,22.74,240000
Maruti Alto,Maruti,Alto,5,10000,Individual,Petrol,Manual,411203,23.95,316000
Maruti Alto,Maruti,Alto,5,29000,Individual,Petrol,Manual,392000,22.74,240000
Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,411203,23.95,280000
Maruti Alto,Maruti,Alto,5,13000,Individual,Petrol,Manual,392000,22.74,250000
Maruti Alto,Maruti,Alto,5,30000,Individual,Petrol,Manual,411203,23.95,300000
Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,388000,24.7,240000
Maruti Alto,Maruti,Alto,5,40000,Individual,Petrol,Manual,420000,22.74,265000
Maruti Alto,Maruti,Alto,5,35000,Individual,Petrol,Manual,411203,23.95,280000
Maruti Alto,Maruti,Alto,5,60000,Individual,Petrol,Manual,411203,23.95,280000
Maruti Alto,Maruti,Alto,5,25000,Individual,Petrol,Manual,409500,22.74,290000
Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,388000,22.74,250000
Maruti Alto,Maruti,Alto,5,143000,Individual,Petrol,Manual,392000,22.74,170000
Maruti Alto,Maruti,Alto,5,2000,Individual,Petrol,Manual,388000,22.74,220000
Maruti Alto,Maruti,Alto,5,40000,Individual,Petrol,Manual,411203,23.95,350000
Maruti Alto,Maruti,Alto,5,30000,Individual,Petrol,Manual,411203,23.95,300000
Maruti Alto,Maruti,Alto,5,6800,Individual,Petrol,Manual,409500,24.7,300000
Maruti Alto,Maruti,Alto,5,35000,Individual,Petrol,Manual,411203,23.95,300000
Maruti Alto,Maruti,Alto,5,27648,Dealer,CNG,Manual,411203,32.26,325000
Maruti Baleno,Maruti,Baleno,5,33000,Dealer,Diesel,Manual,869357,27.39,510000
Maruti Baleno,Maruti,Baleno,5,76000,Dealer,Diesel,Manual,869357,27.39,650000
Maruti Baleno,Maruti,Baleno,5,72000,Dealer,Diesel,Manual,869357,27.39,675000
Maruti Baleno,Maruti,Baleno,5,479000,Dealer,Diesel,Manual,869357,27.39,479000
Maruti Baleno,Maruti,Baleno,5,58354,Dealer,Diesel,Manual,869357,27.39,550000
